gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth
100000000343175100,distributor,1.0,11,0.8579,"8 входящих связей от 8 отправителей; 31 исходящих связей к 31 получателям; вход 178,712 KZT, выход 4,000,039 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",8,31,178712.0,4000039.0,0.0007132581979384031,,0,True,False
100000000456947100,peripheral,0.35,17,0.0,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,0,0.0,0.0,0.0002855692942172902,,0,True,False
100000000580561100,distributor,0.8529,23,0.5748,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 27,980 KZT, выход 1,488,077 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",2,3,27980.0,1488077.0,0.0008349888856684632,,0,True,False
100000001415126100,terminal,0.4344,49,0.1053,"1 входящих связей от 1 отправителей; 0 исходящих связей к 0 получателям; вход 27,000 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",1,0,27000.0,0.0,0.0004096189054308039,,0,True,False
100000001429930100,terminal,0.4324,12,0.0825,"1 входящих связей от 1 отправителей; 0 исходящих связей к 0 получателям; вход 26,000 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",1,0,26000.0,0.0,0.000350797891474077,,0,True,False
100000001616816100,coordinator,0.8411,2,0.8797,"5 входящих связей от 5 отправителей; 3 исходящих связей к 3 получателям; вход 176,195 KZT, выход 181,326 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",5,3,176195.0,181326.0,0.0024346571906844494,,0,True,False
100000001732159100,distributor,0.9339,42,0.8272,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 2,378,100 KZT, выход 1,505,966 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",2,4,2378100.0,1505966.0,0.001095056787299681,,0,True,False
100000002527114100,distributor,1.0,22,0.881,"3 входящих связей от 3 отправителей; 111 исходящих связей к 111 получателям; вход 129,000 KZT, выход 3,289,249 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",3,111,129000.0,3289249.0,0.0008111056953132608,,0,True,False
100000002916006100,peripheral,0.35,49,0.2038,"0 входящих связей от 0 отправителей; 1 исходящих связей к 1 получателям; вход 0 KZT, выход 32,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,1,0.0,32000.0,0.0002855692942172902,,0,True,False
100000003016635100,distributor,1.0,16,0.9983,"8 входящих связей от 8 отправителей; 73 исходящих связей к 73 получателям; вход 586,981 KZT, выход 9,414,081 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",8,73,586981.0,9414081.0,0.001189636334387764,,0,True,False
100000003200071100,peripheral,0.35,61,0.203,"0 входящих связей от 0 отправителей; 1 исходящих связей к 1 получателям; вход 0 KZT, выход 30,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,1,0.0,30000.0,0.0002855692942172902,,0,True,False
100000003265658100,peripheral,0.35,63,0.0,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,0,0.0,0.0,0.0002855692942172902,,0,True,False
100000003349739100,peripheral,0.35,64,0.0,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,0,0.0,0.0,0.0002855692942172902,,0,True,False
100000003684369100,distributor,1.0,3,1.0,"24 входящих связей от 24 отправителей; 62 исходящих связей к 62 получателям; вход 3,848,436 KZT, выход 8,588,655 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",24,62,3848436.0,8588655.0,0.002020291208486861,,0,True,False
100000003770083100,peripheral,0.35,67,0.0,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0,0,0.0,0.0,0.0002855692942172902,,0,True,False
100000003975102100,peripheral,0.35,16,0.3527,"1 входящих связей от 1 отправителей; 2 исходящих связей к 2 получателям; вход 25,650 KZT, выход 88,500 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",1,2,25650.0,88500.0,0.00034546521801697994,,0,True,False
100000003977183100,distributor,0.9339,2,0.4703,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 123,800 KZT, выход 766,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",2,4,123800.0,766000.0,0.0003314603816994432,,0,True,False
100000004007116100,distributor,0.892,34,0.6336,"3 входящих связей от 3 отправителей; 4 исходящих связей к 4 получателям; вход 764,704 KZT, выход 148,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",3,4,764704.0,148000.0,0.0006277769573248414,,0,True,False
